Order_ID,Order_Date,Buyer_ID,Fabric_Type,Category,Quantity_Kg,Unit_Price_USD,Total_Value_USD,Order_Status,Production_Days,Shipping_Days,Actual_Lead_Days,Payment_Terms_Days,Season,Year,Month,Quarter
ORD_00459,2023-06-21,BUYER_044,Viscose_Rayon,Woven,1542,6.91,10661.22,Shipped,17,20,44,30,Winter,2023,6,Q2
ORD_00460,2023-06-21,BUYER_011,Cotton_Twill,Woven,1007,7.42,7471.8,Completed,28,47,83,45,Spring,2023,6,Q2
ORD_00461,2023-06-21,BUYER_009,Cotton_Plain,Woven,1917,6.88,13190.83,Completed,20,26,45,45,Autumn,2023,6,Q2
ORD_00462,2023-06-22,BUYER_011,Cotton_Polyester_Blend,Woven,1224,6.25,7646.7,Completed,25,33,57,45,Autumn,2023,6,Q2
ORD_00463,2023-06-22,BUYER_035,Linen,Woven,2363,11.45,27054.63,Completed,39,20,61,60,Winter,2023,6,Q2
ORD_00464,2023-06-22,BUYER_020,Viscose_Rayon,Woven,4417,7.83,34598.03,Completed,17,30,53,60,Autumn,2023,6,Q2
ORD_00465,2023-06-22,BUYER_030,Terry_Cloth,Knit,5391,4.7,25350.84,Completed,16,23,35,60,Winter,2023,6,Q2
ORD_00466,2023-06-22,BUYER_018,Polyester_Plain,Woven,5000,3.61,18056.67,Completed,32,25,57,30,Winter,2023,6,Q2
ORD_00467,2023-06-22,BUYER_014,Linen,Woven,2000,11.41,22821.42,Completed,39,16,53,30,Summer,2023,6,Q2
ORD_00468,2023-06-22,BUYER_025,Terry_Cloth,Knit,1889,4.51,8514.32,Completed,16,25,36,30,Summer,2023,6,Q2
ORD_00469,2023-06-23,BUYER_042,Polyester_Twill,Woven,5000,4.24,21194.15,Completed,28,20,47,30,Winter,2023,6,Q2
ORD_00470,2023-06-23,BUYER_030,Cotton_Plain,Woven,5097,6.53,33272.72,Shipped,20,21,44,60,Winter,2023,6,Q2
ORD_00471,2023-06-23,BUYER_031,Viscose_Rayon,Woven,1751,6.85,11997.33,Completed,17,29,48,30,Summer,2023,6,Q2
ORD_00472,2023-06-24,BUYER_040,Cotton_Twill,Woven,1662,6.66,11066.17,Completed,28,37,65,90,Spring,2023,6,Q2
ORD_00473,2023-06-25,BUYER_025,Cotton_Polyester_Blend,Woven,5525,6.01,33231.83,Completed,25,33,53,30,Autumn,2023,6,Q2
ORD_00474,2023-06-25,BUYER_012,Terry_Cloth,Knit,5288,4.79,25341.13,Completed,16,37,56,45,Autumn,2023,6,Q2
ORD_00475,2023-06-26,BUYER_025,Polyester_Satin,Woven,2885,5.15,14849.54,Shipped,41,29,75,30,Summer,2023,6,Q2
ORD_00476,2023-06-26,BUYER_035,Polyester_Plain,Woven,5000,3.41,17051.32,Completed,32,17,54,60,Summer,2023,6,Q2
ORD_00477,2023-06-26,BUYER_013,Polyester_Satin,Woven,2511,5.31,13322.69,Completed,41,36,76,30,Summer,2023,6,Q2
ORD_00478,2023-06-26,BUYER_043,Linen,Woven,2953,11.1,32778.11,Shipped,39,38,79,90,Spring,2023,6,Q2
ORD_00479,2023-06-27,BUYER_017,Polyester_Twill,Woven,5000,4.4,21990.71,Shipped,28,48,84,45,Winter,2023,6,Q2
ORD_00480,2023-06-27,BUYER_043,Polyester_Twill,Woven,5000,4.31,21539.57,Completed,28,37,74,90,Spring,2023,6,Q2
ORD_00481,2023-06-27,BUYER_043,Cotton_Denim,Woven,2345,9.01,21133.94,Completed,43,25,68,90,Spring,2023,6,Q2
ORD_00482,2023-06-27,BUYER_037,Terry_Cloth,Knit,2152,4.91,10558.55,Completed,16,19,42,45,Spring,2023,6,Q2
ORD_00483,2023-06-27,BUYER_028,Fleece,Knit,4137,7.69,31831.13,Shipped,39,23,70,45,Summer,2023,6,Q2
ORD_00484,2023-06-28,BUYER_030,Silk_Blend,Woven,1407,16.73,23543.02,Completed,30,27,62,60,Summer,2023,6,Q2
ORD_00485,2023-06-28,BUYER_025,Terry_Cloth,Knit,3314,4.33,14364.35,Shipped,16,31,46,30,Summer,2023,6,Q2
ORD_00486,2023-06-28,BUYER_010,Polyester_Plain,Woven,5000,3.33,16628.62,Shipped,32,27,59,60,Winter,2023,6,Q2
ORD_00487,2023-06-28,BUYER_035,Cotton_Polyester_Blend,Woven,2499,6.66,16644.54,Cancelled,25,23,45,60,Spring,2023,6,Q2
ORD_00488,2023-06-29,BUYER_027,Cotton_Denim,Woven,3756,8.27,31058.79,Completed,43,31,76,45,Winter,2023,6,Q2
ORD_00489,2023-06-29,BUYER_028,Terry_Cloth,Knit,3703,4.28,15847.27,Completed,16,23,47,45,Autumn,2023,6,Q2
ORD_00490,2023-06-29,BUYER_036,Polyester_Twill,Woven,5000,4.16,20782.94,Shipped,28,27,58,90,Autumn,2023,6,Q2
ORD_00491,2023-06-30,BUYER_044,Terry_Cloth,Knit,5858,4.78,28007.18,Completed,16,27,47,30,Winter,2023,6,Q2
ORD_00492,2023-06-30,BUYER_045,Cotton_Polyester_Blend,Woven,2283,7.07,16144.63,Completed,25,37,58,90,Summer,2023,6,Q2
ORD_00493,2023-07-02,BUYER_040,Viscose_Rayon,Woven,4411,7.87,34713.44,Completed,17,28,43,90,Autumn,2023,7,Q3
ORD_00494,2023-07-02,BUYER_037,Fleece,Knit,2000,7.02,14043.82,Shipped,39,27,66,45,Spring,2023,7,Q3
ORD_00495,2023-07-02,BUYER_035,Polyester_Plain,Woven,5000,3.29,16459.94,Completed,32,29,69,60,Winter,2023,7,Q3
ORD_00496,2023-07-03,BUYER_002,Polyester_Satin,Woven,2926,5.23,15306.43,Completed,41,27,71,60,Autumn,2023,7,Q3
ORD_00497,2023-07-03,BUYER_015,Polyester_Satin,Woven,2551,5.17,13198.0,Completed,41,31,75,45,Winter,2023,7,Q3
ORD_00498,2023-07-03,BUYER_011,Viscose_Rayon,Woven,2192,7.01,15368.43,Completed,17,36,54,45,Spring,2023,7,Q3
ORD_00499,2023-07-03,BUYER_042,Fleece,Knit,4782,7.43,35546.91,Shipped,39,23,69,30,Spring,2023,7,Q3
ORD_00500,2023-07-04,BUYER_033,Terry_Cloth,Knit,2093,4.69,9821.02,Completed,16,27,52,30,Winter,2023,7,Q3
ORD_00501,2023-07-04,BUYER_044,Fleece,Knit,3646,7.33,26743.33,Shipped,39,25,65,30,Spring,2023,7,Q3
ORD_00502,2023-07-04,BUYER_015,Polyester_Plain,Woven,5000,3.36,16804.39,Completed,32,28,63,45,Winter,2023,7,Q3
ORD_00503,2023-07-05,BUYER_003,Cotton_Plain,Woven,1409,7.0,9865.43,Completed,20,21,49,90,Autumn,2023,7,Q3
ORD_00504,2023-07-05,BUYER_014,Cotton_Plain,Woven,1961,6.71,13152.88,Shipped,20,25,42,30,Spring,2023,7,Q3
ORD_00505,2023-07-05,BUYER_002,Cotton_Twill,Woven,2201,6.44,14165.42,Completed,28,39,70,60,Spring,2023,7,Q3
ORD_00506,2023-07-05,BUYER_020,Viscose_Rayon,Woven,1257,6.87,8641.16,Completed,17,34,56,60,Winter,2023,7,Q3
ORD_00507,2023-07-06,BUYER_040,Fleece,Knit,4147,6.71,27840.04,Completed,39,28,71,90,Autumn,2023,7,Q3
ORD_00508,2023-07-06,BUYER_019,Polyester_Plain,Woven,5000,3.34,16688.69,Completed,32,30,67,45,Autumn,2023,7,Q3
ORD_00509,2023-07-06,BUYER_040,Cotton_Polyester_Blend,Woven,3165,6.21,19642.44,Completed,25,36,68,90,Winter,2023,7,Q3
ORD_00510,2023-07-06,BUYER_024,Cotton_Twill,Woven,2542,7.16,18210.36,Completed,28,25,58,45,Spring,2023,7,Q3
ORD_00511,2023-07-06,BUYER_004,Linen,Woven,4801,11.12,53368.4,Completed,39,37,82,30,Summer,2023,7,Q3
ORD_00512,2023-07-06,BUYER_045,Cotton_Twill,Woven,1196,6.14,7345.03,In_Production,28,31,65,90,Autumn,2023,7,Q3
ORD_00513,2023-07-07,BUYER_035,Linen,Woven,2000,9.92,19845.97,Completed,39,15,49,60,Autumn,2023,7,Q3
ORD_00514,2023-07-07,BUYER_030,Polyester_Satin,Woven,1032,4.94,5093.86,Completed,41,23,70,60,Spring,2023,7,Q3
ORD_00515,2023-07-07,BUYER_037,Polyester_Twill,Woven,5000,4.61,23026.04,Completed,28,16,44,45,Summer,2023,7,Q3
ORD_00516,2023-07-07,BUYER_026,Linen,Woven,3210,10.86,34858.57,Completed,39,32,78,45,Winter,2023,7,Q3
ORD_00517,2023-07-07,BUYER_042,Cotton_Twill,Woven,2676,6.66,17832.84,Shipped,28,21,52,30,Spring,2023,7,Q3
ORD_00518,2023-07-09,BUYER_032,Cotton_Denim,Woven,7251,8.61,62437.96,Completed,43,35,74,45,Summer,2023,7,Q3
ORD_00519,2023-07-10,BUYER_025,Terry_Cloth,Knit,3856,4.59,17704.38,In_Production,16,32,51,30,Summer,2023,7,Q3
ORD_00520,2023-07-10,BUYER_009,Cotton_Polyester_Blend,Woven,1523,5.98,9100.1,Completed,25,36,59,45,Summer,2023,7,Q3
ORD_00521,2023-07-11,BUYER_027,Viscose_Rayon,Woven,3916,7.42,29070.28,Completed,17,27,47,45,Summer,2023,7,Q3
ORD_00522,2023-07-12,BUYER_020,Linen,Woven,4842,10.1,48896.66,Completed,39,39,73,60,Spring,2023,7,Q3
ORD_00523,2023-07-12,BUYER_002,Polyester_Satin,Woven,5066,5.43,27504.51,Completed,41,27,66,60,Summer,2023,7,Q3
ORD_00524,2023-07-12,BUYER_020,Silk_Blend,Woven,4908,15.45,75833.34,Completed,30,35,64,60,Winter,2023,7,Q3
ORD_00525,2023-07-13,BUYER_002,Cotton_Denim,Woven,2244,8.3,18629.74,Shipped,43,28,69,60,Summer,2023,7,Q3
ORD_00526,2023-07-13,BUYER_001,Fleece,Knit,4620,6.83,31565.93,Shipped,39,25,60,45,Summer,2023,7,Q3
ORD_00527,2023-07-13,BUYER_026,Polyester_Plain,Woven,5000,3.61,18034.51,In_Production,32,36,77,45,Autumn,2023,7,Q3
ORD_00528,2023-07-14,BUYER_014,Cotton_Twill,Woven,2642,6.22,16420.86,Completed,28,21,57,30,Autumn,2023,7,Q3
ORD_00529,2023-07-15,BUYER_043,Polyester_Plain,Woven,5000,3.18,15897.34,Shipped,32,34,74,90,Autumn,2023,7,Q3
ORD_00530,2023-07-15,BUYER_027,Viscose_Rayon,Woven,2849,7.26,20688.49,Shipped,17,34,53,45,Summer,2023,7,Q3
ORD_00531,2023-07-17,BUYER_040,Polyester_Satin,Woven,4019,4.73,19022.59,Completed,41,25,74,90,Winter,2023,7,Q3
ORD_00532,2023-07-17,BUYER_027,Cotton_Polyester_Blend,Woven,5208,6.23,32445.16,Completed,25,35,62,45,Spring,2023,7,Q3
ORD_00533,2023-07-17,BUYER_023,Polyester_Satin,Woven,2129,5.09,10833.95,Completed,41,30,71,30,Summer,2023,7,Q3
ORD_00534,2023-07-18,BUYER_017,Terry_Cloth,Knit,5114,4.06,20760.71,Completed,16,38,51,45,Summer,2023,7,Q3
ORD_00535,2023-07-18,BUYER_032,Silk_Blend,Woven,5140,16.32,83865.38,Completed,30,30,65,45,Winter,2023,7,Q3
ORD_00536,2023-07-19,BUYER_007,Cotton_Plain,Woven,2788,7.09,19753.86,In_Production,20,39,57,60,Summer,2023,7,Q3
ORD_00537,2023-07-19,BUYER_014,Terry_Cloth,Knit,1976,4.2,8296.69,Completed,16,27,51,30,Summer,2023,7,Q3
ORD_00538,2023-07-19,BUYER_008,Cotton_Polyester_Blend,Woven,5437,6.46,35098.2,Completed,25,30,60,45,Spring,2023,7,Q3
ORD_00539,2023-07-19,BUYER_022,Polyester_Plain,Woven,5000,3.63,18168.7,Shipped,32,25,57,45,Spring,2023,7,Q3
ORD_00540,2023-07-19,BUYER_005,Polyester_Satin,Woven,1726,4.86,8392.68,Completed,41,16,62,45,Spring,2023,7,Q3
ORD_00541,2023-07-20,BUYER_017,Silk_Blend,Woven,1969,16.7,32879.33,Shipped,30,39,69,45,Summer,2023,7,Q3
ORD_00542,2023-07-20,BUYER_001,Cotton_Polyester_Blend,Woven,12721,6.56,83441.39,Completed,25,32,54,45,Summer,2023,7,Q3
ORD_00543,2023-07-20,BUYER_031,Silk_Blend,Woven,1735,17.02,29531.27,Completed,30,26,58,30,Spring,2023,7,Q3
ORD_00544,2023-07-21,BUYER_002,Polyester_Plain,Woven,5000,3.31,16564.96,Completed,32,33,61,60,Winter,2023,7,Q3
ORD_00545,2023-07-22,BUYER_021,Fleece,Knit,3457,7.05,24355.46,Completed,39,35,75,90,Summer,2023,7,Q3
ORD_00546,2023-07-22,BUYER_043,Polyester_Plain,Woven,5000,3.75,18725.28,Shipped,32,30,64,90,Spring,2023,7,Q3
ORD_00547,2023-07-23,BUYER_034,Linen,Woven,2000,10.62,21243.23,Completed,39,49,92,30,Winter,2023,7,Q3
ORD_00548,2023-07-24,BUYER_015,Cotton_Polyester_Blend,Woven,1085,6.4,6943.52,Completed,25,37,62,45,Summer,2023,7,Q3
ORD_00549,2023-07-24,BUYER_035,Polyester_Twill,Woven,5863,4.0,23465.83,Completed,28,18,49,60,Spring,2023,7,Q3
ORD_00550,2023-07-24,BUYER_018,Polyester_Plain,Woven,5000,3.14,15720.48,Completed,32,25,63,30,Autumn,2023,7,Q3
ORD_00551,2023-07-24,BUYER_011,Cotton_Plain,Woven,1218,6.3,7673.37,Completed,20,36,51,45,Winter,2023,7,Q3
ORD_00552,2023-07-24,BUYER_017,Viscose_Rayon,Woven,3172,6.63,21014.69,Completed,17,38,59,45,Spring,2023,7,Q3
ORD_00553,2023-07-26,BUYER_027,Polyester_Plain,Woven,5000,3.12,15585.85,Completed,32,32,59,45,Summer,2023,7,Q3
ORD_00554,2023-07-27,BUYER_043,Polyester_Satin,Woven,2257,5.14,11611.41,Completed,41,27,68,90,Spring,2023,7,Q3
ORD_00555,2023-07-28,BUYER_037,Polyester_Plain,Woven,5000,3.84,19193.85,Completed,32,28,63,45,Winter,2023,7,Q3
ORD_00556,2023-07-30,BUYER_013,Polyester_Twill,Woven,5000,4.89,24470.63,In_Production,28,30,53,30,Summer,2023,7,Q3
ORD_00557,2023-07-31,BUYER_024,Cotton_Twill,Woven,2284,6.3,14386.03,Completed,28,39,67,45,Winter,2023,7,Q3
ORD_00558,2023-08-01,BUYER_026,Silk_Blend,Woven,1200,17.65,21184.0,Shipped,30,32,68,45,Autumn,2023,8,Q3
ORD_00559,2023-08-01,BUYER_007,Linen,Woven,2639,11.21,29576.58,Completed,39,44,85,60,Spring,2023,8,Q3
ORD_00560,2023-08-01,BUYER_041,Cotton_Twill,Woven,4722,6.81,32141.19,Completed,28,19,56,45,Autumn,2023,8,Q3
ORD_00561,2023-08-01,BUYER_032,Silk_Blend,Woven,11755,15.26,179407.56,Completed,30,27,55,45,Autumn,2023,8,Q3
ORD_00562,2023-08-02,BUYER_043,Viscose_Rayon,Woven,2873,6.94,19935.54,Completed,17,28,44,90,Summer,2023,8,Q3
ORD_00563,2023-08-02,BUYER_043,Cotton_Denim,Woven,2190,7.94,17381.31,Shipped,43,31,69,90,Autumn,2023,8,Q3
ORD_00564,2023-08-02,BUYER_021,Cotton_Denim,Woven,4178,8.15,34051.94,Completed,43,35,77,90,Autumn,2023,8,Q3
ORD_00565,2023-08-04,BUYER_022,Fleece,Knit,2883,6.73,19412.67,Completed,39,30,77,45,Winter,2023,8,Q3
ORD_00566,2023-08-04,BUYER_036,Cotton_Denim,Woven,2000,8.54,17087.53,Completed,43,35,84,90,Autumn,2023,8,Q3
ORD_00567,2023-08-06,BUYER_016,Terry_Cloth,Knit,1000,4.32,4315.74,Completed,16,17,41,30,Winter,2023,8,Q3
ORD_00568,2023-08-07,BUYER_002,Cotton_Polyester_Blend,Woven,5111,6.38,32613.44,Completed,25,25,49,60,Spring,2023,8,Q3
ORD_00569,2023-08-07,BUYER_008,Polyester_Satin,Woven,3765,5.21,19620.75,Completed,41,34,70,45,Winter,2023,8,Q3
ORD_00570,2023-08-08,BUYER_002,Polyester_Satin,Woven,5428,5.36,29115.57,Completed,41,34,72,60,Winter,2023,8,Q3
ORD_00571,2023-08-08,BUYER_043,Fleece,Knit,2000,6.91,13818.01,Shipped,39,35,78,90,Autumn,2023,8,Q3
ORD_00572,2023-08-08,BUYER_017,Polyester_Twill,Woven,5000,4.07,20337.76,Cancelled,28,43,79,45,Summer,2023,8,Q3
ORD_00573,2023-08-08,BUYER_010,Cotton_Denim,Woven,4546,7.68,34929.4,Completed,43,36,76,60,Winter,2023,8,Q3
ORD_00574,2023-08-09,BUYER_030,Polyester_Twill,Woven,5956,4.73,28189.42,Completed,28,20,50,60,Autumn,2023,8,Q3
ORD_00575,2023-08-09,BUYER_012,Fleece,Knit,4226,8.06,34067.05,Completed,39,27,73,45,Summer,2023,8,Q3
ORD_00576,2023-08-10,BUYER_009,Cotton_Polyester_Blend,Woven,5953,6.43,38269.23,Completed,25,27,56,45,Summer,2023,8,Q3
ORD_00577,2023-08-11,BUYER_019,Cotton_Plain,Woven,3796,6.56,24919.23,Shipped,20,31,49,45,Spring,2023,8,Q3
ORD_00578,2023-08-12,BUYER_013,Polyester_Satin,Woven,4796,4.99,23921.63,Completed,41,27,66,30,Summer,2023,8,Q3
ORD_00579,2023-08-12,BUYER_018,Silk_Blend,Woven,1325,15.46,20478.76,Completed,30,24,63,30,Summer,2023,8,Q3
ORD_00580,2023-08-13,BUYER_029,Polyester_Satin,Woven,3614,5.35,19328.26,Completed,41,35,85,45,Summer,2023,8,Q3
ORD_00581,2023-08-13,BUYER_015,Polyester_Satin,Woven,1599,5.49,8785.25,Completed,41,28,76,45,Summer,2023,8,Q3
ORD_00582,2023-08-14,BUYER_002,Fleece,Knit,5833,7.74,45141.81,Completed,39,32,70,60,Spring,2023,8,Q3
ORD_00583,2023-08-14,BUYER_008,Polyester_Plain,Woven,5000,3.24,16217.53,Completed,32,33,66,45,Autumn,2023,8,Q3
ORD_00584,2023-08-14,BUYER_037,Silk_Blend,Woven,2222,16.83,37389.42,Completed,30,19,44,45,Autumn,2023,8,Q3
ORD_00585,2023-08-15,BUYER_028,Cotton_Denim,Woven,3529,8.57,30243.26,Completed,43,21,67,45,Winter,2023,8,Q3
ORD_00586,2023-08-16,BUYER_021,Polyester_Satin,Woven,1864,5.45,10161.97,Completed,41,30,72,90,Summer,2023,8,Q3
ORD_00587,2023-08-16,BUYER_017,Linen,Woven,2476,11.33,28064.75,Completed,39,31,78,45,Autumn,2023,8,Q3
ORD_00588,2023-08-16,BUYER_007,Fleece,Knit,2000,6.99,13989.4,Completed,39,39,84,60,Autumn,2023,8,Q3
ORD_00589,2023-08-17,BUYER_002,Polyester_Satin,Woven,5194,5.63,29233.99,Completed,41,33,73,60,Winter,2023,8,Q3
ORD_00590,2023-08-18,BUYER_035,Terry_Cloth,Knit,1668,4.75,7917.8,Shipped,16,27,47,60,Summer,2023,8,Q3
ORD_00591,2023-08-18,BUYER_025,Viscose_Rayon,Woven,4361,7.12,31039.45,Completed,17,31,45,30,Spring,2023,8,Q3
ORD_00592,2023-08-18,BUYER_045,Cotton_Polyester_Blend,Woven,709,6.27,4444.87,Completed,25,38,62,90,Summer,2023,8,Q3
ORD_00593,2023-08-19,BUYER_026,Cotton_Denim,Woven,2558,8.19,20938.23,Completed,43,39,86,45,Autumn,2023,8,Q3
ORD_00594,2023-08-19,BUYER_001,Cotton_Polyester_Blend,Woven,7869,6.85,53874.14,Shipped,25,31,63,45,Spring,2023,8,Q3
ORD_00595,2023-08-20,BUYER_013,Fleece,Knit,2268,7.62,17275.69,Completed,39,36,70,30,Winter,2023,8,Q3
ORD_00596,2023-08-21,BUYER_012,Silk_Blend,Woven,2704,16.96,45854.38,Completed,30,33,71,45,Spring,2023,8,Q3
ORD_00597,2023-08-21,BUYER_014,Polyester_Plain,Woven,5000,3.57,17853.27,Completed,32,24,52,30,Winter,2023,8,Q3
ORD_00598,2023-08-22,BUYER_002,Polyester_Plain,Woven,5000,3.55,17744.89,Completed,32,31,59,60,Autumn,2023,8,Q3
ORD_00599,2023-08-22,BUYER_003,Polyester_Twill,Woven,5000,4.88,24408.7,Shipped,28,23,51,90,Autumn,2023,8,Q3
ORD_00600,2023-08-23,BUYER_015,Silk_Blend,Woven,1000,16.43,16427.07,Completed,30,35,71,45,Autumn,2023,8,Q3
ORD_00601,2023-08-23,BUYER_027,Polyester_Twill,Woven,5000,4.42,22105.27,Completed,28,29,63,45,Summer,2023,8,Q3
ORD_00602,2023-08-24,BUYER_028,Silk_Blend,Woven,1713,16.17,27699.45,Completed,30,20,49,45,Autumn,2023,8,Q3
ORD_00603,2023-08-25,BUYER_028,Linen,Woven,5032,11.68,58781.48,Completed,39,27,75,45,Summer,2023,8,Q3
ORD_00604,2023-08-25,BUYER_019,Fleece,Knit,2000,7.0,13992.52,Completed,39,29,70,45,Autumn,2023,8,Q3
ORD_00605,2023-08-25,BUYER_024,Polyester_Plain,Woven,5000,3.48,17422.39,Completed,32,27,57,45,Spring,2023,8,Q3
ORD_00606,2023-08-28,BUYER_041,Polyester_Twill,Woven,5000,4.67,23362.3,Completed,28,19,49,45,Summer,2023,8,Q3
ORD_00607,2023-08-28,BUYER_018,Cotton_Polyester_Blend,Woven,2651,6.72,17816.37,Completed,25,15,37,30,Autumn,2023,8,Q3
ORD_00608,2023-08-28,BUYER_006,Terry_Cloth,Knit,2555,4.25,10849.22,Completed,16,29,40,45,Winter,2023,8,Q3
ORD_00609,2023-08-28,BUYER_035,Viscose_Rayon,Woven,5399,7.43,40105.27,In_Production,17,23,37,60,Spring,2023,8,Q3
ORD_00610,2023-08-28,BUYER_001,Polyester_Satin,Woven,7458,5.31,39573.06,Completed,41,34,78,45,Winter,2023,8,Q3
ORD_00611,2023-08-28,BUYER_008,Polyester_Twill,Woven,5497,4.77,26223.94,Completed,28,39,71,45,Winter,2023,8,Q3
ORD_00612,2023-08-28,BUYER_022,Cotton_Denim,Woven,2000,8.11,16229.75,Shipped,43,27,71,45,Autumn,2023,8,Q3
ORD_00613,2023-08-30,BUYER_011,Cotton_Plain,Woven,1866,6.55,12227.33,Completed,20,35,56,45,Summer,2023,8,Q3
ORD_00614,2023-08-30,BUYER_010,Fleece,Knit,6167,7.63,47080.69,Completed,39,34,74,60,Spring,2023,8,Q3
ORD_00615,2023-08-31,BUYER_010,Polyester_Plain,Woven,7829,3.21,25114.62,In_Production,32,26,67,60,Summer,2023,8,Q3
ORD_00616,2023-09-01,BUYER_033,Polyester_Satin,Woven,1104,5.23,5769.54,Completed,41,35,78,30,Summer,2023,9,Q3
ORD_00617,2023-09-01,BUYER_006,Polyester_Twill,Woven,5000,5.01,25049.55,Shipped,28,28,64,45,Autumn,2023,9,Q3
ORD_00618,2023-09-01,BUYER_019,Polyester_Twill,Woven,5000,4.74,23685.22,Completed,28,38,72,45,Winter,2023,9,Q3
ORD_00619,2023-09-01,BUYER_026,Cotton_Plain,Woven,5718,7.2,41192.93,Completed,20,37,59,45,Autumn,2023,9,Q3
ORD_00620,2023-09-02,BUYER_025,Terry_Cloth,Knit,4459,5.0,22317.13,Completed,16,36,52,30,Winter,2023,9,Q3
ORD_00621,2023-09-04,BUYER_005,Polyester_Twill,Woven,5000,4.7,23511.44,Completed,28,15,42,45,Winter,2023,9,Q3
ORD_00622,2023-09-05,BUYER_043,Polyester_Twill,Woven,5000,4.78,23875.57,Completed,28,37,64,90,Spring,2023,9,Q3
ORD_00623,2023-09-05,BUYER_006,Cotton_Polyester_Blend,Woven,3840,6.65,25553.06,Shipped,25,31,54,45,Autumn,2023,9,Q3
ORD_00624,2023-09-05,BUYER_012,Fleece,Knit,5531,8.16,45119.85,Completed,39,30,75,45,Summer,2023,9,Q3
ORD_00625,2023-09-05,BUYER_002,Viscose_Rayon,Woven,2326,7.35,17102.82,Completed,17,26,46,60,Autumn,2023,9,Q3
ORD_00626,2023-09-06,BUYER_017,Viscose_Rayon,Woven,1489,7.34,10929.36,Completed,17,30,52,45,Spring,2023,9,Q3
ORD_00627,2023-09-06,BUYER_006,Polyester_Twill,Woven,5000,4.78,23918.74,Completed,28,30,54,45,Spring,2023,9,Q3
ORD_00628,2023-09-06,BUYER_021,Polyester_Twill,Woven,5000,4.89,24456.2,Completed,28,32,56,90,Spring,2023,9,Q3
ORD_00629,2023-09-06,BUYER_026,Fleece,Knit,5451,7.31,39820.83,Completed,39,39,84,45,Winter,2023,9,Q3
ORD_00630,2023-09-07,BUYER_043,Cotton_Denim,Woven,2025,8.83,17882.7,Completed,43,34,79,90,Winter,2023,9,Q3
ORD_00631,2023-09-07,BUYER_011,Terry_Cloth,Knit,2951,4.76,14037.0,Completed,16,41,53,45,Summer,2023,9,Q3
ORD_00632,2023-09-07,BUYER_017,Cotton_Polyester_Blend,Woven,3172,6.44,20427.51,Completed,25,49,79,45,Winter,2023,9,Q3
ORD_00633,2023-09-07,BUYER_021,Cotton_Polyester_Blend,Woven,3420,7.21,24655.81,Completed,25,37,65,90,Winter,2023,9,Q3
ORD_00634,2023-09-07,BUYER_030,Cotton_Plain,Woven,4691,6.85,32149.23,Completed,20,26,48,60,Spring,2023,9,Q3
ORD_00635,2023-09-08,BUYER_010,Viscose_Rayon,Woven,6525,8.08,52722.9,Shipped,17,39,51,60,Spring,2023,9,Q3
ORD_00636,2023-09-08,BUYER_012,Cotton_Polyester_Blend,Woven,2586,6.63,17134.27,Completed,25,27,49,45,Autumn,2023,9,Q3
ORD_00637,2023-09-08,BUYER_025,Silk_Blend,Woven,1899,15.97,30324.32,Shipped,30,35,66,30,Winter,2023,9,Q3
ORD_00638,2023-09-09,BUYER_026,Polyester_Plain,Woven,5000,3.39,16966.01,Shipped,32,25,61,45,Autumn,2023,9,Q3
ORD_00639,2023-09-10,BUYER_040,Polyester_Twill,Woven,5710,4.63,26452.8,Completed,28,37,70,90,Spring,2023,9,Q3
ORD_00640,2023-09-11,BUYER_042,Cotton_Denim,Woven,2000,8.83,17657.74,Completed,43,15,60,30,Summer,2023,9,Q3
ORD_00641,2023-09-12,BUYER_022,Polyester_Twill,Woven,5000,4.75,23740.04,Completed,28,35,64,45,Summer,2023,9,Q3
ORD_00642,2023-09-12,BUYER_025,Terry_Cloth,Knit,4979,4.73,23552.73,Completed,16,34,52,30,Autumn,2023,9,Q3
ORD_00643,2023-09-12,BUYER_025,Viscose_Rayon,Woven,4689,7.84,36761.96,Completed,17,33,59,30,Summer,2023,9,Q3
ORD_00644,2023-09-13,BUYER_008,Silk_Blend,Woven,1254,17.87,22403.47,Shipped,30,34,63,45,Summer,2023,9,Q3
ORD_00645,2023-09-13,BUYER_010,Polyester_Twill,Woven,5000,4.46,22321.05,Completed,28,28,65,60,Winter,2023,9,Q3
ORD_00646,2023-09-13,BUYER_033,Terry_Cloth,Knit,1000,4.59,4594.57,Completed,16,25,48,30,Summer,2023,9,Q3
ORD_00647,2023-09-13,BUYER_008,Silk_Blend,Woven,1449,17.63,25550.75,Completed,30,33,71,45,Spring,2023,9,Q3
ORD_00648,2023-09-14,BUYER_002,Polyester_Twill,Woven,5000,4.98,24905.3,Completed,28,37,68,60,Autumn,2023,9,Q3
ORD_00649,2023-09-14,BUYER_010,Cotton_Plain,Woven,9951,7.52,74865.53,Completed,20,34,57,60,Summer,2023,9,Q3
ORD_00650,2023-09-14,BUYER_020,Polyester_Plain,Woven,5000,3.81,19036.77,Shipped,32,34,63,60,Summer,2023,9,Q3
ORD_00651,2023-09-14,BUYER_009,Polyester_Plain,Woven,5000,3.89,19430.62,Completed,32,32,63,45,Autumn,2023,9,Q3
ORD_00652,2023-09-15,BUYER_037,Polyester_Plain,Woven,5000,3.55,17767.49,Completed,32,28,60,45,Autumn,2023,9,Q3
